Food code;Main food description;Additional food description;WWEIA Category number;WWEIA Category description
63223110;Strawberries, canned;;6009;Strawberries
63223610;Strawberries, frozen;;6009;Strawberries
63301010;Ambrosia;;6018;Other fruits and fruit salads
63311000;Fruit salad, fresh or raw, excluding citrus fruits, no dressing;"fruit salad, NFS; with nuts; fruit mix, raw";6018;Other fruits and fruit salads
63311050;Fruit salad, fresh or raw, including citrus fruits, no dressing;"with nuts; fruit mix, raw";6018;Other fruits and fruit salads
63311110;Fruit cocktail, canned, NFS;"canned fruit, NFS; fruit cocktail, NFS; canned fruit salad";6018;Other fruits and fruit salads
63311140;Fruit cocktail, canned, in syrup;canned fruit salad;6018;Other fruits and fruit salads
63311170;Fruit cocktail, canned, juice pack;"water pack; canned fruit salad";6018;Other fruits and fruit salads
63311180;Fruit mixture, frozen;all fruits;6018;Other fruits and fruit salads
63401010;Apple salad with dressing;"Waldorf salad; fruit and nut salad with apples, celery and walnuts";6018;Other fruits and fruit salads
63401060;Apple, candied;caramel apples;6002;Apples
63401070;Fruit, chocolate covered;"strawberries; banana; apple; pineapple";6018;Other fruits and fruit salads
63402950;Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise;"with nuts; pear salad with dressing";6018;Other fruits and fruit salads
63402960;Fruit salad, excluding citrus fruits, with whipped cream;"with nuts; made with cream, sour cream or yogurt";6018;Other fruits and fruit salads
63402970;Fruit salad, excluding citrus fruits, with nondairy whipped topping;"with nuts; cream substitute";6018;Other fruits and fruit salads
63402980;Fruit salad, excluding citrus fruits, with marshmallows;with nuts;6018;Other fruits and fruit salads
63402990;Fruit salad, including citrus fruits, with pudding;with nuts;6018;Other fruits and fruit salads
63403000;Fruit salad, excluding citrus fruits, with pudding;with nuts;6018;Other fruits and fruit salads
63403010;Fruit salad, including citrus fruits, with salad dressing or mayonnaise;with nuts;6018;Other fruits and fruit salads
63403020;Fruit salad, including citrus fruit, with whipped cream;"with nuts; made with cream, sour cream or yogurt";6018;Other fruits and fruit salads
63403030;Fruit salad, including citrus fruits, with nondairy whipped topping;"with nuts; cream substitute";6018;Other fruits and fruit salads
63403040;Fruit salad, including citrus fruits, with marshmallows;with nuts;6018;Other fruits and fruit salads
63403150;Lime souffle;other citrus fruits;5804;Pudding
63409010;Guacamole, NFS;"avocado dip, NFS; guacamole without tomatoes";8412;Dips, gravies, other sauces
63409015;Guacamole with tomatoes;avocado dip with tomatoes;8412;Dips, gravies, other sauces
63409020;Chutney;"fruit; tamarind";8406;Mustard and other condiments
63413010;Pineapple salad with dressing;"pineapple salad with cream cheese; with nuts";6018;Other fruits and fruit salads
63415100;Soup, fruit;any type;3804;Soups, broth-based
63420105;Frozen fruit juice bar;"all flavors; frozen fruit bar; NS as to type";5806;Gelatins, ices, sorbets
63420205;Frozen fruit juice bar, no sugar added;"all flavors; frozen fruit bar; reduced sugar; sugar free";5806;Gelatins, ices, sorbets
63430150;Sorbet;all flavors, sorbet bars;5806;Gelatins, ices, sorbets
64100100;Fruit juice, NFS;juice, NFS;7006;Other fruit juice
64100110;Fruit juice blend, 100% juice;"Juicy Juice blends; Welch's 100% juice blends; Capri Sun 100% juice blends; Apple and Eve 100% juice blends; Snapple 100% Juiced";7006;Other fruit juice
64100200;Cranberry juice blend, 100% juice;"Ocean Spray 100% Juice Blends, all flavors; ""cranberry juice, 100% juice""";7006;Other fruit juice
64100220;Cranberry juice blend, 100% juice, with calcium added;"Apple and Eve Calcium Fortified Cranberry Juice; ""cranberry juice, 100% juice, with calcium""";7006;Other fruit juice
64101010;Apple cider;"cider, NFS; sparkling cider";7004;Apple juice
64104010;Apple juice, 100%;"Mott's; Musselman's; Simply Apple; Seneca; Apple and Eve; store brands";7004;Apple juice
64104030;Apple juice, 100%, with calcium added;"Minute Maid Apple Juice; Apple and Eve with calcium; Musselman's with calcium; Mott's Plus";7004;Apple juice
64104600;Blackberry juice, 100%;;7006;Other fruit juice
64104610;Blueberry juice;;7006;Other fruit juice
64105400;Cranberry juice, 100%, not a blend;;7006;Other fruit juice
64116020;Grape juice, 100%;"Welch's; Seneca; Langers; 100% grape juice blends";7006;Other fruit juice
64116060;Grape juice, 100%, with calcium added;"Welch's; Apple and Eve; Langers Plus";7006;Other fruit juice
64120010;Papaya juice, 100%;;7006;Other fruit juice
64121000;Passion fruit juice, 100%;"yellow; lilikoi";7006;Other fruit juice
64124020;Pineapple juice, 100%;;7006;Other fruit juice
64126000;Pomegranate juice, 100%;"""POM, all flavors""";7006;Other fruit juice
64132010;Prune juice, 100%;;7006;Other fruit juice
64132500;Strawberry juice, 100%;;7006;Other fruit juice
64133100;Watermelon juice, 100%;;7006;Other fruit juice
64134015;Fruit smoothie, with whole fruit, no dairy;;7220;Smoothies and grain drinks
64134020;Fruit smoothie, with whole fruit, no dairy, added protein;;7220;Smoothies and grain drinks
64134025;Fruit smoothie, with whole fruit, non-dairy;almond, coconut, rice, or soy milk;7220;Smoothies and grain drinks
64134030;Fruit smoothie juice drink, no dairy;;7220;Smoothies and grain drinks
64134100;Fruit smoothie, light;"fat free, low fat, no sugar added, reduced fat; Orange Julius Light; Cold Stone Sinless; Jamba Light; Smoothie King Skinny";7220;Smoothies and grain drinks
64134200;Fruit smoothie, bottled;"canned; reconstituted dry mix; Bolthouse Farms; Naked";7220;Smoothies and grain drinks
64200100;Fruit nectar, NFS;;7204;Fruit drinks
64201010;Apricot nectar;;7204;Fruit drinks
64201500;Banana nectar;;7204;Fruit drinks
64202010;Cantaloupe nectar;;7204;Fruit drinks
64203020;Guava nectar;;7204;Fruit drinks
64204010;Mango nectar;;7204;Fruit drinks
64205010;Peach nectar;;7204;Fruit drinks
64210010;Papaya nectar;;7204;Fruit drinks
64213010;Passion fruit nectar;;7204;Fruit drinks
64215010;Pear nectar;;7204;Fruit drinks
64221010;Soursop, nectar;Guanabana;7204;Fruit drinks
64401000;Vinegar;;8406;Mustard and other condiments
67100000;Baby Toddler fruit, NFS;;9004;Baby food: fruit
67100100;Baby Toddler multiple fruit, Stage 2;NS as to stage;9004;Baby food: fruit
67100105;Baby Toddler multiple fruit, Stage 3;;9004;Baby food: fruit
67100250;Baby Toddler fruit, with grain;any stage;9007;Baby food: mixtures
67100260;Baby Toddler fruit, with yogurt;"any stage; with grain";9007;Baby food: mixtures
67100350;Baby Toddler fruit and vegetables, Stage 2;NS as to stage;9007;Baby food: mixtures
67100360;Baby Toddler fruit and vegetables, Stage 3;;9007;Baby food: mixtures
67100450;Baby Toddler fruit and vegetables, with grain;any stage;9007;Baby food: mixtures
67100460;Baby Toddler fruit and vegetables, with yogurt;"any stage; with grain";9007;Baby food: mixtures
67100470;Baby Toddler fruit, vegetables, and meat;"any stage; with grain";9007;Baby food: mixtures
67100480;Baby Toddler fruit and meat;"any stage; with grain";9007;Baby food: mixtures
67102010;Baby Toddler apples, Stage 1;applesauce;9004;Baby food: fruit
67102030;Baby Toddler apples, Stage 2;"applesauce; Stage 3; NS as to stage";9004;Baby food: fruit
67105030;Baby Toddler bananas, Stage 1;;9004;Baby food: fruit
67105040;Baby Toddler bananas, Stage 2;"Stage 3; NS as to stage";9004;Baby food: fruit
67108010;Baby Toddler peaches, Stage 1;;9004;Baby food: fruit
67108040;Baby Toddler peaches, Stage 2;"Stage 3; NS as to stage";9004;Baby food: fruit
67109010;Baby Toddler pears, Stage 1;;9004;Baby food: fruit
67109040;Baby Toddler pears, Stage 2;"Stage 3; NS as to stage";9004;Baby food: fruit
67110000;Baby Toddler prunes;"any stage; plums";9004;Baby food: fruit
67110100;Baby Toddler mangoes;any stage;9004;Baby food: fruit
67201000;Baby Toddler juice, NFS;;9202;Baby juice
67202000;Baby Toddler juice, apple;apple juice blends;9202;Baby juice
67203800;Baby Toddler juice, grape;white grape;9202;Baby juice
67204000;Baby Toddler juice, mixed fruit;;9202;Baby juice
67212000;Baby Toddler juice, pear;;9202;Baby juice
67230600;Baby Toddler juice, fruit and vegetable;;9202;Baby juice
67250150;Baby Toddler juice, fruit and yogurt blend;;9007;Baby food: mixtures
67408010;Baby Toddler pudding;"any stage; any flavor; custard";9012;Baby food: snacks and sweets
67430500;Baby Toddler yogurt melts;"snack; yogurt puffs or drops; any flavor";9012;Baby food: snacks and sweets
71000100;Potato, NFS;;6802;White potatoes, baked or boiled
71100100;Potato, baked, NFS;;6802;White potatoes, baked or boiled
71101000;Potato, baked, peel not eaten;NS as to peel eaten;6802;White potatoes, baked or boiled
71102980;Potato, boiled, NFS;"steamer bags; steamed potato NS as to plain or flavored";6802;White potatoes, baked or boiled
71102990;Potato, boiled, ready-to-heat;"frozen; steamer bags; steamed potato NS as to plain or flavored; with or without peel; with or without fat added";6802;White potatoes, baked or boiled
71103000;Potato, boiled, from fresh, peel not eaten, NS as to fat;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten";6802;White potatoes, baked or boiled
71103010;Potato, boiled, from fresh, peel not eaten, no added fat;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with cooking spray";6802;White potatoes, baked or boiled
71103020;Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten";6802;White potatoes, baked or boiled
71103030;Potato, boiled, from fresh, peel not eaten, made with oil;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten";6802;White potatoes, baked or boiled
71103040;Potato, boiled, from fresh, peel not eaten, made with butter;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with animal fat or meat drippings";6802;White potatoes, baked or boiled
71103050;Potato, boiled, from fresh, peel not eaten, made with margarine;"steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with shortening";6802;White potatoes, baked or boiled
71103105;Potato, boiled, from fresh, peel eaten, NS as to fat;"steamer bags; steamed potato NS as to plain or flavored";6802;White potatoes, baked or boiled
71103115;Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type;"steamer bags; steamed potato NS as to plain or flavored";6802;White potatoes, baked or boiled
71103125;Potato, boiled, from fresh,  peel eaten, no added fat;"steamer bags; steamed potato NS as to plain or flavored; made with cooking spray";6802;White potatoes, baked or boiled
71103135;Potato, boiled, from fresh, peel eaten, made with oil;"steamer bags; steamed potato NS as to plain or flavored";6802;White potatoes, baked or boiled
71103140;Potato, boiled, from fresh, peel eaten, made with butter;"steamer bags; steamed potato NS as to plain or flavored; made with animal fat or meat drippings";6802;White potatoes, baked or boiled
71103150;Potato, boiled, from fresh, peel eaten, made with margarine;"steamer bags; steamed potato NS as to plain or flavored; made with shortening";6802;White potatoes, baked or boiled
71103300;Potato, canned, NS as to fat;"boiled; roasted; stewed";6802;White potatoes, baked or boiled
71103310;Potato, canned, fat added, NS as to fat type;"boiled; roasted; stewed";6802;White potatoes, baked or boiled
71103320;Potato, canned, no added fat;"made with cooking spray; boiled; roasted; stewed";6802;White potatoes, baked or boiled
71104030;Potato, roasted, NFS;grilled;6802;White potatoes, baked or boiled
71104040;Potato, roasted, from fresh, peel eaten, NS as to fat;grilled;6802;White potatoes, baked or boiled
71104050;Potato, roasted, from fresh, peel eaten, no added fat;"grilled; made with cooking spray";6802;White potatoes, baked or boiled
71104060;Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type;grilled;6802;White potatoes, baked or boiled
71104070;Potato, roasted, from fresh, peel eaten, made with oil;grilled;6802;White potatoes, baked or boiled
71104080;Potato, roasted, from fresh, peel eaten, made with butter;"grilled; made with animal fat or meat drippings";6802;White potatoes, baked or boiled
71104090;Potato, roasted, from fresh, peel eaten, made with margarine;"grilled; made with shortening";6802;White potatoes, baked or boiled
71104100;Potato, roasted, from fresh, peel not eaten, NS as to fat;"grilled; NS as to peel eaten";6802;White potatoes, baked or boiled
71104110;Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type;"grilled; NS as to peel eaten";6802;White potatoes, baked or boiled
71104120;Potato, roasted, from fresh, peel not eaten, no added fat;"grilled; NS as to peel eaten; made with cooking spray";6802;White potatoes, baked or boiled
71104130;Potato, roasted, from fresh, peel not eaten, made with oil;grilled;6802;White potatoes, baked or boiled
71104140;Potato, roasted, from fresh, peel not eaten, made with butter;"grilled; made with animal fat or meat drippings";6802;White potatoes, baked or boiled
71104150;Potato, roasted, from fresh, peel not eaten, made with margarine;"grilled; made with shortening";6802;White potatoes, baked or boiled
71104200;Potato, roasted, ready-to-heat;"frozen; with or without peel; with or without fat added";6802;White potatoes, baked or boiled
71106000;Stewed potatoes, Puerto Rican style;Papas guisadas;6806;Mashed potatoes and white potato mixtures
71106010;Potato only from Puerto Rican mixed dishes, gravy and other components reported separately;Papas hervidas;6802;White potatoes, baked or boiled
71106020;Potato from Puerto Rican style stuffed pot roast, with gravy;;6806;Mashed potatoes and white potato mixtures
71106050;Potato from Puerto Rican beef stew, with gravy;;6806;Mashed potatoes and white potato mixtures
71106070;Potato from Puerto Rican chicken fricassee, with sauce;;6806;Mashed potatoes and white potato mixtures
71200010;Potato chips, NFS;chips, NFS;5002;Potato chips
71200100;Potato chips, plain;"regular or kettle cut; salted; original; NS as to flavor; NS as to regular or ruffled";5002;Potato chips
71200110;Potato chips, barbecue flavored;"regular or kettle cut; barbecue flavor";5002;Potato chips
71200120;Potato chips, sour cream and onion flavored;regular or kettle cut;5002;Potato chips
71200130;Potato chips, cheese flavored;regular or kettle cut;5002;Potato chips
71200140;Potato chips, other flavored;"regular or kettle cut; all flavors other than barbecue, sour cream and onion, or cheese; flavored, NFS";5002;Potato chips
71200200;Potato chips, ruffled, plain;"salted; original; wavy chips; NS as to flavor";5002;Potato chips
71200210;Potato chips, ruffled, barbecue flavored;wavy chips;5002;Potato chips
71200220;Potato chips, ruffled, sour cream and onion flavored;wavy chips;5002;Potato chips
71200230;Potato chips, ruffled, cheese flavored;wavy chips;5002;Potato chips
71200240;Potato chips, ruffled, other flavored;"all flavors other than barbecue, sour cream and onion, or cheese; wavy chips; ruffled, flavored, NFS";5002;Potato chips
71200300;Potato chips, restructured, plain;"Pringles Original; potato crisps; salted; original; potato skin chips";5002;Potato chips
71200310;Potato chips, restructured, flavored;"flavored Pringles; potato crisps; all flavors; potato skin chips";5002;Potato chips
71200400;Potato chips, baked, plain;"salted; original; any cut; baked kettle chips; potato crisps";5002;Potato chips
71200410;Potato chips, baked, flavored;"all flavors; any cut; baked kettle chips; potato crisps";5002;Potato chips
71201050;Potato chips, reduced fat;"salted; any cut; low or fat free";5002;Potato chips
71201200;Potato chips, restructured, reduced fat, lightly salted;"potato crisps; Pringles; reduced sodium; unsalted; low or fat free";5002;Potato chips
71202000;Potato chips, unsalted;any cut;5002;Potato chips
71202500;Potato chips, lightly salted;"reduced sodium; any cut";5002;Potato chips
71202510;Potato chips, restructured, lightly salted;"lightly salted Pringles; potato crisps; reduced sodium";5002;Potato chips
71203010;Potato chips, popped, plain;"original; salted; plain popped chips";5002;Potato chips
71203020;Potato chips, popped, flavored;"all flavors; flavored popped chips";5002;Potato chips
71203030;Potato chips, popped, NFS;popped chips, NFS;5002;Potato chips
71205020;Potato sticks, plain;"shoestrings; original";5002;Potato chips
71205030;Potato sticks, flavored;"shoestrings; all flavors";5002;Potato chips
71205040;Potato sticks, fry shaped;"corn and potato ""fries""; all flavors; Hot Fries; barbecue ""fries""; Cheddar ""fries""";5002;Potato chips
71220000;Vegetable chips;"veggie chips; Eat smart; vegetable puffs; vegetable sticks; veggie straws; veggie crisp; Terra; all flavors excluding sweet potato; snap pea crisps";5004;Tortilla, corn, other chips
71305015;Potato, scalloped, NFS;"au gratin; creamed";6806;Mashed potatoes and white potato mixtures
71305020;Potato, scalloped, from fast food or restaurant;"au gratin; creamed";6806;Mashed potatoes and white potato mixtures
71305030;Potato, scalloped, from fresh;"au gratin; creamed; with or without cheese";6806;Mashed potatoes and white potato mixtures
71305040;Potato, scalloped, from fresh, with meat;"au gratin; creamed; with or without cheese";6806;Mashed potatoes and white potato mixtures
71305050;Potato, scalloped, from dry mix;"au gratin; creamed; with or without cheese";6806;Mashed potatoes and white potato mixtures
71305060;Potato, scalloped, from dry mix, with meat;"au gratin; creamed; with or without cheese";6806;Mashed potatoes and white potato mixtures
71305070;Potato, scalloped, ready-to-heat;"au gratin; creamed; with or without cheese; refrigerated; microwaveable; frozen; from school";6806;Mashed potatoes and white potato mixtures
71305080;Potato, scalloped, ready-to-heat, with meat;"au gratin; creamed; with or without cheese; refrigerated; microwaveable; frozen; from school";6806;Mashed potatoes and white potato mixtures
71400990;Potato, french fries, NFS;;6804;French fries and other fried white potatoes
71401000;Potato, french fries, NS as to fresh or frozen;"other place; home or store; NS as to fried or baked";6804;French fries and other fried white potatoes
71401010;Potato, french fries, from fresh, fried;home or store;6804;French fries and other fried white potatoes
71401015;Potato, french fries, from fresh, baked;home or store;6804;French fries and other fried white potatoes
71401020;Potato, french fries, from frozen, baked;home or store;6804;French fries and other fried white potatoes
71401030;Potato, french fries, fast food;;6804;French fries and other fried white potatoes
71401031;Potato, french fries, restaurant;other place;6804;French fries and other fried white potatoes
71401032;Potato, french fries, from frozen, fried;home or store;6804;French fries and other fried white potatoes
71401033;Potato, french fries, school;;6804;French fries and other fried white potatoes
71401039;Potato, french fries, with cheese, fast food / restaurant;other place;6804;French fries and other fried white potatoes
71401041;Potato, french fries, with cheese, school;"with chili; with chili and cheese";6804;French fries and other fried white potatoes
71401045;Potato, french fries, with chili, fast food / restaurant;other place;6804;French fries and other fried white potatoes
71401050;Potato, french fries, with chili and cheese, fast food / restaurant;"other place; chili with cheese";6804;French fries and other fried white potatoes
71402500;Potato, french fries, with cheese;"fresh or frozen; fried or baked; home or store";6804;French fries and other fried white potatoes
71402510;Potato, french fries, with chili and cheese;"fresh or frozen; fried or baked; home or store";6804;French fries and other fried white potatoes
71402520;Potato, french fries, with chili;"fresh or frozen; fried or baked; home or store";6804;French fries and other fried white potatoes
71403020;Potato, home fries, NFS;;6804;French fries and other fried white potatoes
71403030;Potato, home fries, from restaurant / fast food;;6804;French fries and other fried white potatoes
71403040;Potato, home fries, from fresh;"cottage style; fried; German fried";6804;French fries and other fried white potatoes
71403050;Potato, home fries, ready-to-heat;"refrigerated; microwavable; frozen; dry mix; from school";6804;French fries and other fried white potatoes
71403500;Potato, home fries, with vegetables;"Potatoes O'Brien; green or red peppers and onions";6804;French fries and other fried white potatoes
71404000;Potato, hash brown, NFS;;6804;French fries and other fried white potatoes
71404010;Potato, hash brown, from fast food;;6804;French fries and other fried white potatoes
71404020;Potato, hash brown, from fast food, with cheese;;6804;French fries and other fried white potatoes
71404030;Potato, hash brown, from restaurant;;6804;French fries and other fried white potatoes
71404040;Potato, hash brown, from restaurant, with cheese;;6804;French fries and other fried white potatoes
71404050;Potato, hash brown, from school lunch;"home fries; with or without cheese";6804;French fries and other fried white potatoes
71405010;Potato, hash brown, from fresh;;6804;French fries and other fried white potatoes
71405019;Potato, hash brown, from fresh, with cheese;;6804;French fries and other fried white potatoes
71405030;Potato, hash brown, from dry mix;with or without cheese;6804;French fries and other fried white potatoes
71405040;Potato, hash brown, ready-to-heat;"refrigerated; microwavable; frozen";6804;French fries and other fried white potatoes
71405050;Potato, hash brown, ready-to-heat, with cheese;"refrigerated; microwavable; frozen";6804;French fries and other fried white potatoes
71410000;Potato skins without topping;;6804;French fries and other fried white potatoes
71410500;Potato skins, with cheese;"sour cream; salsa";6804;French fries and other fried white potatoes
71411000;Potato skins, with cheese and bacon;"sour cream; salsa";6804;French fries and other fried white potatoes
71411100;Potato skins, NFS;;6804;French fries and other fried white potatoes
71501000;Potato, mashed, NFS;;6806;Mashed potatoes and white potato mixtures
71501005;Potato, mashed, from fast food;;6806;Mashed potatoes and white potato mixtures
71501006;Potato, mashed, from fast food, with gravy;;6806;Mashed potatoes and white potato mixtures
71501007;Potato, mashed, ready-to-heat;"refrigerated; microwavable; frozen";6806;Mashed potatoes and white potato mixtures
71501010;Potato, mashed, from fresh, made with milk;"with water; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501011;Potato, mashed, from fresh, made with milk, with cheese;"with water; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501012;Potato, mashed, from fresh, made with milk, with gravy;"with water; cheese; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501013;Potato, mashed, from fresh, NFS;;6806;Mashed potatoes and white potato mixtures
71501016;Potato, mashed, from restaurant;;6806;Mashed potatoes and white potato mixtures
71501017;Potato, mashed, from restaurant, with gravy;;6806;Mashed potatoes and white potato mixtures
71501018;Potato, mashed, from school lunch;with gravy;6806;Mashed potatoes and white potato mixtures
71501035;Potato, mashed, from dry mix, NFS;;6806;Mashed potatoes and white potato mixtures
71501040;Potato, mashed, from dry mix, made with milk;"with water; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501045;Potato, mashed, from dry mix, made with milk, with cheese;"with water; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501054;Potato, mashed, from dry mix, made with milk, with gravy;"with water; cheese; sour cream; cream";6806;Mashed potatoes and white potato mixtures
71501061;Potato, mashed, ready-to-heat, NFS;refrigerated, microwavable, frozen;6806;Mashed potatoes and white potato mixtures
71501071;Potato, mashed, ready-to-heat, with cheese;"refrigerated; microwavable; frozen; cream; sour cream";6806;Mashed potatoes and white potato mixtures
71501075;Potato, mashed, ready-to-heat, with gravy;"with cheese; cream; sour cream; refrigerated, microwavable, frozen";6806;Mashed potatoes and white potato mixtures
71503010;Potato patty;"potato croquettes; potato cake";6804;French fries and other fried white potatoes
71505000;Potato tots, NFS;"tater tots; potato puffs";6804;French fries and other fried white potatoes
71505010;Potato tots, fast food / restaurant;"tater tots; potato puffs; other place";6804;French fries and other fried white potatoes
71505020;Potato tots, school;"tater tots; potato puffs";6804;French fries and other fried white potatoes
71505030;Potato tots, from fresh, fried or baked;"home or store; tater tots; potato puffs";6804;French fries and other fried white potatoes
71505040;Potato tots, frozen, baked;"home or store; tater tots; potato puffs";6804;French fries and other fried white potatoes
71505050;Potato tots, frozen, fried;"home or store; tater tots; potato puffs";6804;French fries and other fried white potatoes
71505060;Potato tots, frozen, NS as to fried or baked;"home or store; tater tots; crispy crowns; potato puffs; NS as to fresh or frozen";6804;French fries and other fried white potatoes
71507005;Potato, baked, peel not eaten, with butter;"NS as to peel eaten; margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71507010;Potato, baked, peel not eaten, with sour cream;"NS as to peel eaten; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71507020;Potato, baked, peel not eaten, with cheese;"NS as to peel eaten; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71507025;Potato, baked, peel not eaten, with meat;"NS as to peel eaten; bacon; chicken; ham; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71507030;Potato, baked, peel not eaten, with chili;"NS as to peel eaten; cheese sauce; sour cream; butter or margarine; twice baked; stuffed; cheese; cream cheese";6802;White potatoes, baked or boiled
71507035;Potato, baked, peel not eaten, with vegetables;"NS as to peel eaten; broccoli; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71508001;Potato, baked, peel eaten;;6802;White potatoes, baked or boiled
71508005;Potato, baked, peel eaten, with butter;"margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71508010;Potato, baked, peel eaten, with sour cream;"butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71508020;Potato, baked, peel eaten, with cheese;"cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71508025;Potato, baked, peel eaten, with meat;"bacon; chicken; ham; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71508030;Potato, baked, peel eaten, with chili;"cheese sauce; sour cream; butter or margarine; twice baked; stuffed; cheese; cream cheese";6802;White potatoes, baked or boiled
71508035;Potato, baked, peel eaten, with vegetables;"broccoli; cheese; cream cheese; cheese sauce; sour cream; butter or margarine; twice baked; stuffed";6802;White potatoes, baked or boiled
71600950;Potato salad with egg, from restaurant;fast food / other place;6806;Mashed potatoes and white potato mixtures
71601010;Potato salad with egg, made with mayonnaise;NS as to type of dressing;6806;Mashed potatoes and white potato mixtures
71601015;Potato salad with egg, made with light mayonnaise;diet, low calorie, low fat, reduced calorie, or reduced fat dressing;6806;Mashed potatoes and white potato mixtures
71601020;Potato salad with egg, made with mayonnaise-type salad dressing;"Miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing";6806;Mashed potatoes and white potato mixtures
71601025;Potato salad with egg, made with light mayonnaise-type salad dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light coleslaw dressing; light ""slaw"" dressing; light imitation mayonnaise; Hellmann's Dijonnaise";6806;Mashed potatoes and white potato mixtures
71601030;Potato salad with egg, made with creamy dressing;"ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing";6806;Mashed potatoes and white potato mixtures
71601035;Potato salad with egg, made with light creamy dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light peppercorn dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light caesar dressing; light cream cheese dressing; light sour cream; light blue or roquefort cheese dressing; light creamy parmesan";6806;Mashed potatoes and white potato mixtures
71601040;Potato salad with egg, made with Italian dressing;"vinegar and oil; vinaigrette; Greek dressing; Champagne dressing; celery seed dressing; onion or Vidalia onion dressing; red wine, balsamic, or raspberry vinegar dressing; French dressing";6806;Mashed potatoes and white potato mixtures
71601045;Potato salad with egg, made with light Italian dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing";6806;Mashed potatoes and white potato mixtures
71601050;Potato salad with egg, made with any type of fat free dressing;"fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing";6806;Mashed potatoes and white potato mixtures
71602010;Potato salad, German style;;6806;Mashed potatoes and white potato mixtures
71602950;Potato salad, from restaurant;fast food / other place;6806;Mashed potatoes and white potato mixtures
71603010;Potato salad, made with mayonnaise;NS as to type of dressing;6806;Mashed potatoes and white potato mixtures
71603015;Potato salad, made with light mayonnaise;diet, low calorie, low fat, reduced calorie, or reduced fat dressing;6806;Mashed potatoes and white potato mixtures
71603020;Potato salad, made with mayonnaise-type salad dressing;"Miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing";6806;Mashed potatoes and white potato mixtures
71603025;Potato salad, made with light mayonnaise-type salad dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light imitation mayonnaise; light coleslaw dressing; light ""slaw"" dressing; Hellmann's Dijonnaise";6806;Mashed potatoes and white potato mixtures
71603030;Potato salad, made with creamy dressing;"ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing";6806;Mashed potatoes and white potato mixtures
71603035;Potato salad, made with light creamy dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light blue or roquefort cheese dressing; light caesar dressing; light peppercorn dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light creamy parmesan; light cream cheese dressing; light sour cream";6806;Mashed potatoes and white potato mixtures
